City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
524,Barrhead,GB,2021-04-25 16:16:54,55.7992,-4.3929,61.0,41,12,3.44,few clouds
525,Ballybofey,IE,2021-04-25 16:16:54,54.8,-7.7833,59.0,63,0,12.66,clear sky
526,Geraldton,AU,2021-04-25 16:11:42,-28.7667,114.6,62.6,82,0,3.44,clear sky
527,Okhotsk,RU,2021-04-25 16:09:04,59.3833,143.3,16.93,78,3,7.25,clear sky
528,La Ronge,CA,2021-04-25 16:08:17,55.1001,-105.2842,33.8,55,100,8.05,overcast clouds
529,Sioux Falls,US,2021-04-25 16:15:59,43.55,-96.7003,39.2,81,90,25.32,overcast clouds
530,Poum,NC,2021-04-25 16:13:15,-20.2333,164.0167,77.31,79,100,16.46,overcast clouds
531,Ixtapa,MX,2021-04-25 16:16:55,20.7,-105.2,80.6,65,1,3.33,clear sky
532,Tessalit,ML,2021-04-25 16:16:55,20.1986,1.0114,103.23,4,0,5.7,clear sky
533,Kamaishi,JP,2021-04-25 16:16:56,39.2667,141.8833,40.75,65,3,10.13,clear sky
534,Sangolqui,EC,2021-04-25 16:16:56,-0.3341,-78.4522,69.8,52,75,5.75,light rain
535,Rengasdengklok,ID,2021-04-25 16:16:56,-6.1592,107.2981,84.0,78,20,3.44,few clouds
536,Thinadhoo,MV,2021-04-25 16:16:57,0.5333,72.9333,83.01,64,51,4.43,broken clouds
537,Chapais,CA,2021-04-25 16:13:05,49.7834,-74.8492,50.0,46,40,6.91,scattered clouds
538,Port Hedland,AU,2021-04-25 16:12:54,-20.3167,118.5667,68.0,88,0,6.91,clear sky
539,Ossora,RU,2021-04-25 16:16:57,59.2353,163.0719,30.51,95,100,4.56,overcast clouds
540,Coalinga,US,2021-04-25 16:13:16,36.1397,-120.3602,55.99,58,100,1.74,overcast clouds
541,Novikovo,RU,2021-04-25 16:16:58,51.1537,37.8879,46.72,53,62,11.68,broken clouds
542,Yumen,CN,2021-04-25 16:12:17,40.2833,97.2,43.16,15,84,21.23,broken clouds
543,Joshimath,IN,2021-04-25 16:16:58,30.5667,79.5667,50.81,55,0,9.53,clear sky
544,Talcahuano,CL,2021-04-25 16:12:17,-36.7167,-73.1167,62.6,59,0,4.61,clear sky
545,Darnah,LY,2021-04-25 16:16:59,32.767,22.6367,61.29,80,18,23.13,few clouds
546,Bogomila,MK,2021-04-25 16:16:59,41.5931,21.4717,69.8,24,0,3.44,clear sky
547,Erzin,TR,2021-04-25 16:16:59,36.9559,36.2,71.01,78,100,10.0,overcast clouds
548,Soyo,AO,2021-04-25 16:11:53,-6.1349,12.3689,86.0,74,20,6.91,few clouds
549,Torrevieja,ES,2021-04-25 16:17:00,37.9787,-0.6822,64.99,77,100,14.0,overcast clouds
550,Tsimlyansk,RU,2021-04-25 16:17:00,47.6461,42.1019,47.93,49,100,5.84,overcast clouds
551,Banda Aceh,ID,2021-04-25 16:12:58,5.5577,95.3222,81.18,78,88,8.1,overcast clouds
552,Bilma,NE,2021-04-25 16:17:01,18.6853,12.9164,105.44,6,5,8.97,clear sky
553,Cuamba,MZ,2021-04-25 16:17:01,-14.8031,36.5372,71.44,82,81,2.64,broken clouds
554,Bodden Town,KY,2021-04-25 16:17:01,19.2833,-81.25,86.0,62,20,9.22,few clouds
555,Djambala,CG,2021-04-25 16:17:02,-2.5447,14.7533,77.45,76,100,1.07,moderate rain
556,Floro,NO,2021-04-25 16:17:02,61.5996,5.0328,44.6,53,40,16.11,scattered clouds
557,Sistranda,NO,2021-04-25 16:17:02,63.7256,8.834,41.0,70,40,18.41,scattered clouds
558,Aquiraz,BR,2021-04-25 16:17:03,-3.9014,-38.3911,86.0,66,40,13.8,scattered clouds
559,Port Hardy,CA,2021-04-25 16:13:28,50.6996,-127.4199,46.4,93,90,2.3,light rain
560,Zhezkazgan,KZ,2021-04-25 16:17:03,47.8043,67.7144,55.4,53,12,11.56,few clouds
561,Tocopilla,CL,2021-04-25 16:16:08,-22.092,-70.1979,70.14,63,8,5.57,clear sky
562,Ibiapina,BR,2021-04-25 16:17:04,-3.9233,-40.8894,79.65,56,77,7.85,broken clouds
563,Bien Hoa,VN,2021-04-25 16:17:04,10.95,106.8167,82.4,83,40,4.61,scattered clouds
564,Asfi,MA,2021-04-25 16:17:04,32.2994,-9.2372,64.99,73,8,22.84,clear sky
565,Samarai,PG,2021-04-25 16:14:02,-10.6167,150.6667,82.94,76,90,13.02,overcast clouds
566,Mimongo,GA,2021-04-25 16:17:05,-1.6195,11.6068,76.57,92,97,1.07,moderate rain
567,Constantine,DZ,2021-04-25 16:17:05,36.365,6.6147,80.6,28,0,9.22,clear sky
568,Pio Ix,BR,2021-04-25 16:17:06,-6.8375,-40.5792,82.27,61,88,5.3,overcast clouds
569,Auburn,US,2021-04-25 16:15:18,47.3073,-122.2284,50.0,87,90,8.05,overcast clouds
570,Dunedin,NZ,2021-04-25 16:14:09,-45.8742,170.5036,50.0,36,73,10.0,broken clouds
571,Talara,PE,2021-04-25 16:17:06,-4.5772,-81.2719,77.0,69,0,18.41,clear sky
572,Svetlogorsk,BY,2021-04-25 16:17:07,52.6333,29.7333,42.13,53,83,7.67,broken clouds
573,Santa Rosa,PH,2021-04-25 16:17:07,14.3122,121.1114,82.4,74,20,5.75,few clouds
574,Comodoro Rivadavia,AR,2021-04-25 16:13:35,-45.8667,-67.5,64.4,52,0,11.5,clear sky
575,Kargasok,RU,2021-04-25 16:17:07,59.0556,80.8572,34.86,98,100,6.02,overcast clouds
576,Hamadan,IR,2021-04-25 16:17:08,34.7992,48.5146,67.62,27,66,6.49,broken clouds
577,Krasnoselkup,RU,2021-04-25 16:17:08,65.7,82.4667,17.44,89,30,6.87,scattered clouds
578,Zambezi,ZM,2021-04-25 16:17:08,-13.5432,23.1047,74.28,55,64,5.1,broken clouds
579,Coolum Beach,AU,2021-04-25 16:17:09,-26.5333,153.1,64.0,85,9,5.35,clear sky
580,Gambela,ET,2021-04-25 16:17:09,8.25,34.5833,80.78,64,97,3.51,light rain
581,Praia,CV,2021-04-25 16:12:03,14.9215,-23.5087,78.8,53,40,21.85,scattered clouds
582,San Rafael,AR,2021-04-25 16:17:10,-34.6177,-68.3301,64.83,49,0,8.16,clear sky
583,Paita,PE,2021-04-25 16:17:10,-5.0892,-81.1144,77.0,69,0,18.41,clear sky
584,Puerto Colombia,CO,2021-04-25 16:16:50,10.9878,-74.9547,89.6,62,20,6.91,few clouds
585,Kushmurun,KZ,2021-04-25 16:17:10,52.4503,64.6311,55.53,65,77,8.59,broken clouds
586,Tarko-Sale,RU,2021-04-25 16:17:11,64.9225,77.785,30.0,86,100,8.75,overcast clouds
587,Reconquista,AR,2021-04-25 16:16:09,-29.15,-59.65,69.24,55,2,9.69,clear sky
588,La Reforma,MX,2021-04-25 16:17:11,25.0833,-108.05,82.0,51,97,3.0,overcast clouds
589,San Quintin,MX,2021-04-25 16:14:19,30.4833,-115.95,60.6,75,74,8.55,broken clouds
590,Moravsky Beroun,CZ,2021-04-25 16:17:12,49.7937,17.4421,44.01,35,99,15.99,overcast clouds
591,Carman,CA,2021-04-25 16:15:00,49.4992,-98.0016,44.6,31,85,12.66,overcast clouds
592,Yinchuan,CN,2021-04-25 16:17:12,38.4681,106.2731,55.38,39,30,6.91,scattered clouds
